,40_45dBZ,45_50dBZ,50_55dBZ,55_60dBZ,60_65dBZ,65_70dBZ,70_75dBZ,75_80dBZ,80+dBZ,Date,Region,Time(UTC)
0,8.0,13.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 22:04:38
1,642.0,1021.0,432.0,20.0,1.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 22:04:38
2,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 22:04:38
0,22.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 22:21:56
1,624.0,743.0,89.0,8.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 22:21:56
2,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 22:21:56
0,31.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 22:39:22
1,342.0,481.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 22:39:22
2,7.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 22:39:22
0,72.0,168.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 22:56:39
1,294.0,184.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 22:56:39
2,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 22:56:39
0,86.0,60.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 23:14:02
1,63.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 23:14:02
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 23:14:02
0,135.0,175.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 23:31:27
1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 23:31:27
2,34.0,53.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 23:31:27
0,75.0,141.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 23:48:48
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 23:48:48
2,16.0,66.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 23:48:48
0,30.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 13:00:13
1,27.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 13:00:13
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 13:00:13
0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 13:19:17
1,52.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 13:19:17
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 13:19:17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 13:38:19
1,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 13:38:19
2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 13:38:19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 13:57:21
1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 13:57:21
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 13:57:21
0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 14:16:21
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 14:16:21
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 14:16:21
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 14:35:19
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 14:35:19
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 14:35:19
0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 14:54:19
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 14:54:19
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 14:54:19
0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 15:13:29
1,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 15:13:29
2,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 15:13:29
0,18.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 15:34:17
1,47.0,97.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 15:34:17
2,22.0,41.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 15:34:17
0,33.0,37.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 15:49:22
1,163.0,171.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 15:49:22
2,37.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 15:49:22
0,92.0,131.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 16:05:10
1,119.0,125.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 16:05:10
2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 16:05:10
0,199.0,281.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 16:21:24
1,148.0,153.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 16:21:24
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 16:21:24
0,194.0,410.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 16:38:29
1,200.0,342.0,111.0,5.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 16:38:29
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 16:38:29
0,334.0,522.0,161.0,11.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 16:55:52
1,125.0,327.0,133.0,10.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 16:55:52
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 16:55:52
0,304.0,673.0,261.0,18.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 17:13:17
1,200.0,318.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 17:13:17
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 17:13:17
0,356.0,517.0,177.0,1.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 17:30:38
1,165.0,198.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 17:30:38
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 17:30:38
0,194.0,300.0,99.0,5.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 17:47:58
1,187.0,268.0,83.0,7.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 17:47:58
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 17:47:58
0,116.0,208.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 18:05:29
1,149.0,249.0,163.0,15.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 18:05:29
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 18:05:29
0,258.0,452.0,138.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 18:25:00
1,213.0,311.0,80.0,9.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 18:25:00
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 18:25:00
0,249.0,539.0,101.0,6.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 18:42:21
1,159.0,331.0,108.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 18:42:21
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 18:42:21
0,407.0,785.0,235.0,1.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 18:59:41
1,334.0,536.0,158.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 18:59:41
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 18:59:41
0,751.0,1268.0,366.0,19.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 19:17:07
1,337.0,541.0,263.0,19.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 19:17:07
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 19:17:07
0,757.0,1490.0,387.0,4.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 19:34:33
1,367.0,694.0,286.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 19:34:33
2,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 19:34:33
0,849.0,1517.0,481.0,8.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 19:51:53
1,453.0,971.0,398.0,24.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 19:51:53
2,40.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 19:51:53
0,944.0,1318.0,241.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 20:09:13
1,628.0,1501.0,638.0,27.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 20:09:13
2,84.0,105.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 20:09:13
0,930.0,1286.0,280.0,5.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 20:26:29
1,707.0,1656.0,603.0,14.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 20:26:29
2,99.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 20:26:29
0,1266.0,1647.0,288.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 20:43:52
1,706.0,1406.0,553.0,12.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 20:43:52
2,37.0,64.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 20:43:52
0,973.0,1318.0,279.0,6.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 21:01:15
1,1034.0,1837.0,569.0,9.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 21:01:15
2,42.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 21:01:15
0,857.0,1303.0,335.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 21:18:36
1,1107.0,1517.0,339.0,10.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 21:18:36
2,53.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 21:18:36
0,762.0,1072.0,233.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 21:36:04
1,875.0,1328.0,364.0,14.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 21:36:04
2,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 21:36:04
0,575.0,838.0,299.0,6.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 21:53:28
1,844.0,1189.0,255.0,2.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 21:53:28
2,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 21:53:28
0,612.0,585.0,121.0,1.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 22:10:57
1,1236.0,1983.0,524.0,15.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 22:10:57
2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 22:10:57
0,550.0,1017.0,221.0,7.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 22:28:21
1,1035.0,1641.0,449.0,14.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 22:28:21
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 22:28:21
0,959.0,1167.0,441.0,5.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 22:45:41
1,763.0,615.0,177.0,1.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 22:45:41
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 22:45:41
0,727.0,1281.0,256.0,6.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 23:03:09
1,350.0,304.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 23:03:09
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 23:03:09
0,832.0,872.0,217.0,3.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 23:20:31
1,293.0,165.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 23:20:31
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 23:20:31
0,579.0,616.0,124.0,3.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 23:37:57
1,49.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 23:37:57
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 23:37:57
0,275.0,230.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_1,2013-06-07 23:55:21
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_east_2,2013-06-07 23:55:21
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jun-2013,miami_west_1,2013-06-07 23:55:21
0,50.0,140.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 13:01:02
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 13:01:02
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 13:01:02
0,109.0,288.0,108.0,6.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 13:18:26
1,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 13:18:26
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 13:18:26
0,348.0,417.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 13:35:54
1,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 13:35:54
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 13:35:54
0,278.0,309.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 13:53:15
1,31.0,71.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 13:53:15
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 13:53:15
0,452.0,419.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 14:10:38
1,72.0,165.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 14:10:38
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 14:10:38
0,531.0,672.0,103.0,2.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 14:28:04
1,109.0,244.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 14:28:04
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 14:28:04
0,540.0,952.0,305.0,12.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 14:45:24
1,116.0,214.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 14:45:24
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 14:45:24
0,509.0,1062.0,317.0,1.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 15:02:47
1,60.0,197.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 15:02:47
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 15:02:47
0,599.0,959.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 15:20:11
1,128.0,238.0,96.0,14.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 15:20:11
2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 15:20:11
0,437.0,578.0,304.0,6.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 15:37:34
1,175.0,257.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 15:37:34
2,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 15:37:34
0,402.0,500.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 15:54:56
1,245.0,389.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 15:54:56
2,17.0,37.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 15:54:56
0,198.0,118.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 16:12:17
1,264.0,539.0,153.0,6.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 16:12:17
2,43.0,99.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 16:12:17
0,103.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 16:29:42
1,362.0,598.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 16:29:42
2,83.0,202.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 16:29:42
0,93.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 16:47:03
1,238.0,360.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 16:47:03
2,140.0,302.0,174.0,5.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 16:47:03
0,86.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 17:04:25
1,160.0,136.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 17:04:25
2,218.0,347.0,140.0,4.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 17:04:25
0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 17:21:47
1,92.0,123.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 17:21:47
2,179.0,492.0,293.0,17.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 17:21:47
0,11.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 17:39:04
1,83.0,131.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 17:39:04
2,204.0,407.0,240.0,3.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 17:39:04
0,28.0,24.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 17:56:24
1,105.0,135.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 17:56:24
2,72.0,106.0,192.0,55.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 17:56:24
0,66.0,85.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 18:13:46
1,84.0,148.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 18:13:46
2,99.0,256.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 18:13:46
0,35.0,70.0,68.0,3.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 18:33:17
1,145.0,80.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 18:33:17
2,59.0,160.0,110.0,6.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 18:33:17
0,49.0,57.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 18:50:37
1,175.0,193.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 18:50:37
2,122.0,164.0,52.0,9.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 18:50:37
0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 19:08:03
1,225.0,453.0,185.0,10.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 19:08:03
2,81.0,179.0,176.0,22.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 19:08:03
0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 19:25:26
1,224.0,605.0,247.0,5.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 19:25:26
2,101.0,205.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 19:25:26
0,22.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_1,2013-06-08 19:42:53
1,343.0,455.0,193.0,13.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_east_2,2013-06-08 19:42:53
2,74.0,170.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,08-Jun-2013,miami_west_1,2013-06-08 19:42:53
